iter	RMSE
0	0.9561934425
1	0.9158397281
2	0.877838145
3	0.8407851871
4	0.8054513124
5	0.771126413
6	0.7391217414
7	0.7085717765
8	0.6796682885
9	0.6510883039
10	0.6242220463
11	0.5974984252
12	0.5725074103
13	0.5481765532
14	0.5259785583
15	0.5051301482
16	0.4842565639
17	0.4637536329
18	0.4440923551
19	0.425538073
20	0.4078545004
21	0.3911961534
22	0.3753075074
23	0.3599529365
24	0.3451928803
25	0.3310098733
26	0.3171229621
27	0.3051568885
28	0.2925642983
29	0.2802862572
30	0.2689609122
31	0.2577883313
32	0.2475695194
33	0.2376982714
34	0.228026475
35	0.2188115715
36	0.2101942259
37	0.201952898
38	0.1939396864
39	0.1862468193
40	0.1792130065
41	0.1723264395
42	0.1659769181
43	0.1596415121
44	0.1536790025
45	0.1478256583
46	0.1422054738
47	0.136826641
48	0.1320048348
49	0.1273353504
50	0.1227890363
51	0.1184302898
52	0.1141834826
53	0.110045597
54	0.1061750138
55	0.1025138649
56	0.09916319951
57	0.09571476925
58	0.09261480561
59	0.08960156393
60	0.08695311671
61	0.0842389646
62	0.08172721814
63	0.07937778901
64	0.07720005443
65	0.07487975236
66	0.07283047837
67	0.07074233215
68	0.06873067919
69	0.0669380666
70	0.06512590309
71	0.063557844
72	0.06193054016
73	0.06046558538
74	0.0590639539
75	0.05771906219
76	0.05643749021
77	0.05509165199
78	0.05391873986
79	0.05273653259
80	0.05166378905
81	0.05066720905
82	0.04965659812
83	0.04867879361
84	0.04775867303
85	0.04691864477
86	0.04614311231
87	0.04543418688
88	0.04465169166
89	0.0440568496
90	0.04338453039
91	0.04277676207
92	0.04221239238
93	0.04163426066
94	0.04106391312
95	0.04051547508
96	0.03998700787
97	0.03948152971
98	0.0390749263
99	0.0386196389
100	0.03818529455
101	0.03780975317
102	0.03739471383
103	0.03705386769
104	0.0366640023
105	0.03626961858
106	0.03591641065
107	0.03559777609
108	0.0353014926
109	0.03503555365
110	0.03472512998
111	0.03444690759
112	0.03420046709
113	0.03396878971
114	0.03365258401
115	0.03339748988
116	0.03323905027
117	0.03301465649
118	0.03276323019
119	0.03246470485
120	0.03223094572
121	0.03208865835
122	0.03188828872
123	0.03167054133
124	0.03149171449
125	0.03132155755
126	0.03116183142
127	0.03098245857
128	0.0308010672
129	0.03065200174
130	0.03052519679
131	0.03034551489
132	0.03017198256
133	0.02998846455
134	0.02981677867
135	0.02965861261
136	0.02952773574
137	0.0294125224
138	0.02928227289
139	0.02917964765
140	0.02904704882
141	0.02894441133
142	0.02883337346
143	0.02868204659
144	0.02858304098
145	0.02848276306
146	0.0283939428
147	0.02824411616
148	0.02815524117
149	0.02805948692
150	0.02798162693
151	0.02789151719
152	0.02780097965
153	0.02768946361
154	0.02755328873
155	0.02745439637
156	0.02734799627
157	0.02725345928
158	0.02713452419
159	0.02706569242
160	0.02692683659
161	0.02679706099
162	0.02670509226
163	0.02663488919
164	0.02654476042
165	0.02640664643
166	0.02631808259
167	0.02621225638
168	0.02614020087
169	0.02603231238
170	0.02590843083
171	0.02584077933
172	0.02578632206
173	0.02566123629
174	0.02557268307
175	0.0254945416
176	0.02543780838
177	0.02535176501
178	0.02529140837
179	0.02521745092
180	0.02512995694
181	0.02506479333
182	0.02499866231
183	0.02487731327
184	0.02483084697
185	0.02479666661
186	0.02472032001
187	0.02463571163
188	0.02455284567
189	0.02446432392
190	0.02440650619
191	0.02432990863
192	0.02425038491
193	0.02417012335
194	0.02409638886
195	0.02401098602
196	0.02393155289
197	0.02386879961
198	0.02380627794
199	0.02372654238
200	0.02368173039
201	0.02361056658
202	0.02355080125
203	0.02349987824
204	0.0234254923
205	0.02334883634
206	0.02328159929
207	0.02323491711
208	0.02313449349
209	0.02310481895
210	0.02301800298
211	0.02295606601
212	0.02290746993
213	0.02282889751
214	0.02277331585
215	0.02272220504
216	0.02264088464
217	0.02256537653
218	0.02249867626
219	0.0224111626
220	0.02235869668
221	0.02228014859
222	0.02217254209
223	0.02211806915
224	0.02202111361
225	0.02195647502
226	0.02190332044
227	0.0218384789
228	0.02175816989
229	0.02169434397
230	0.02164445491
231	0.02158746163
232	0.02150820409
233	0.02142162596
234	0.02132112022
235	0.02125777889
236	0.02119559888
237	0.02113164987
238	0.02105261931
239	0.02099253991
240	0.02091407358
241	0.02087649703
242	0.0207934755
243	0.02075610809
244	0.02070450171
245	0.02067528291
246	0.02060250104
247	0.02053802886
248	0.02050342377
249	0.02045462865
250	0.02039937915
251	0.02032673859
252	0.02028106206
253	0.02022583217
254	0.02018024301
255	0.02011590752
256	0.02008499632
257	0.02005917907
258	0.01998828339
259	0.01992497792
260	0.01989113963
261	0.01985623855
262	0.01981597677
263	0.01975525229
264	0.01970482491
265	0.01965116204
266	0.01959397692
267	0.01954508247
268	0.01951824992
269	0.01947744787
270	0.01942734262
271	0.01940405328
272	0.01935878365
273	0.01931889397
274	0.01928537659
275	0.01924405231
276	0.01920286158
277	0.01916822716
278	0.01911972984
279	0.01908398287
280	0.01905279007
281	0.01902250141
282	0.01899552365
283	0.01893412526
284	0.01889861315
285	0.01887375673
286	0.01884382309
287	0.01880726442
288	0.01877076655
289	0.01873372551
290	0.01869199154
291	0.01863534904
292	0.01859913164
293	0.0185479284
294	0.01851342775
295	0.0184633559
296	0.01842873625
297	0.01839573819
298	0.01834667456
299	0.01829804899
300	0.01826862024
301	0.01822665966
302	0.01819731047
303	0.01816876549
304	0.01812696079
305	0.01808669085
306	0.0180574948
307	0.01802749316
308	0.01799383877
309	0.01797313883
310	0.01792570308
311	0.01788267024
312	0.01785032395
313	0.01781818036
314	0.01779635033
315	0.0177658777
316	0.01775132634
317	0.01772708241
318	0.01770368123
319	0.01765666528
320	0.0176176576
321	0.01757868243
322	0.01754766732
323	0.01751789077
324	0.01748989428
325	0.01745970374
326	0.01743826683
327	0.017397668
328	0.01736300709
329	0.01732636979
330	0.01730263523
331	0.01727607257
332	0.01725327054
333	0.0172318448
334	0.01720807488
335	0.01717834992
336	0.01715867082
337	0.01711607318
338	0.0170905816
339	0.01707295347
340	0.01705255967
341	0.0170261954
342	0.01698953511
343	0.01694786581
344	0.01692439106
345	0.01689077532
346	0.01685572348
347	0.01683030522
348	0.01681344787
349	0.0167882338
350	0.01676041739
351	0.01672546659
352	0.01669838532
353	0.01666856629
354	0.01664278226
355	0.0166257161
356	0.01661275928
357	0.01659483462
358	0.01657897701
359	0.01655599111
360	0.01652157004
361	0.01650491244
362	0.01647485206
363	0.0164574573
364	0.01643673856
365	0.01641671577
366	0.01639645354
367	0.01637515089
368	0.0163525975
369	0.01633329031
370	0.01629514229
371	0.01625655557
372	0.01623642974
373	0.01621764043
374	0.01617984664
375	0.01616121409
376	0.01612554269
377	0.01611175212
378	0.01609503386
379	0.01607254637
380	0.01603767757
381	0.01600451633
382	0.01599071922
383	0.01596927575
384	0.01593044034
385	0.01590811419
386	0.01588064753
387	0.01585687934
388	0.01583977577
389	0.0158175819
390	0.01578723225
391	0.01576162652
392	0.01573045645
393	0.01570596335
394	0.01566108777
395	0.01564796848
396	0.01563155422
397	0.01560716482
398	0.01558265197
399	0.01556508603
400	0.01554915955
401	0.01553961586
402	0.01552095296
403	0.01550627822
404	0.01547924913
405	0.01545852402
406	0.01543619066
407	0.01541962187
408	0.01539343326
409	0.01536822247
410	0.01534811592
411	0.01532987773
412	0.01529662679
413	0.01528249033
414	0.01527138991
415	0.01523545731
416	0.01520983549
417	0.01520431397
418	0.01517563716
419	0.01514953597
420	0.0151249363
421	0.01511280938
422	0.01508887629
423	0.01507198496
424	0.01504595579
425	0.01503199468
426	0.01502153988
427	0.01500301298
428	0.01497718916
429	0.01494816043
430	0.01491394228
431	0.01488124198
432	0.01485993321
433	0.01484544942
434	0.01482335305
435	0.01480562232
436	0.01479071388
437	0.01477150781
438	0.01475380769
439	0.01472583897
440	0.01469534356
441	0.0146711582
442	0.01465913158
443	0.01464249566
444	0.01461378593
445	0.01459767577
446	0.01458407395
447	0.01457512531
448	0.01455581742
449	0.01454402399
450	0.01451990691
451	0.01451181027
452	0.01449185576
453	0.01446601774
454	0.01444541397
455	0.01442456973
456	0.01440905021
457	0.01439122685
458	0.01436994765
459	0.01435876965
460	0.01433383461
461	0.01430599065
462	0.01429383948
463	0.0142766711
464	0.01426767187
465	0.01424098231
466	0.01422564193
467	0.01420906833
468	0.01419592859
469	0.01417576932
470	0.01415632682
471	0.01413942054
472	0.01412635
473	0.01410698355
474	0.01409240297
475	0.01406868753
476	0.01405235554
477	0.01404424465
478	0.01403595888
479	0.0140172372
480	0.01399683996
481	0.01398533692
482	0.01396208918
483	0.01394713651
484	0.013934588
485	0.01392432779
486	0.01390593342
487	0.01388156151
488	0.0138565403
489	0.01383497805
490	0.01381326686
491	0.01379230019
492	0.01378048378
493	0.0137596068
494	0.0137409405
495	0.01372471825
496	0.01370629746
497	0.01368411241
498	0.01367238488
499	0.01365850568
500	0.01364718185
501	0.01363679327
502	0.01361283675
503	0.01360868278
504	0.01359821334
505	0.01358477038
506	0.01356294439
507	0.01355186534
508	0.01353135668
509	0.01352067362
510	0.01350462794
511	0.01349671504
512	0.01348572089
513	0.01347503486
514	0.01345534463
515	0.01343084576
516	0.01340761966
517	0.01339161588
518	0.0133736621
519	0.01336339567
520	0.01335208965
521	0.01333727498
522	0.01332431796
523	0.01330593263
524	0.01328300496
525	0.01326987994
526	0.01325569323
527	0.01323640178
528	0.01321938451
529	0.01319596021
530	0.01317855568
531	0.01317159871
532	0.01316075969
533	0.01314034745
534	0.0131291539
535	0.01311212797
536	0.0130966482
537	0.01308655858
538	0.01306978412
539	0.01305688471
540	0.01304370336
541	0.01303483851
542	0.01301533668
543	0.01299954208
544	0.01299004466
545	0.01296418125
546	0.01295189493
547	0.01294099575
548	0.01292261416
549	0.01291227501
550	0.01288964346
551	0.01287514127
552	0.01287164328
553	0.01286131329
554	0.01284915703
555	0.01283735912
556	0.01282433506
557	0.01281176591
558	0.0127976826
559	0.01278077842
560	0.01277453201
561	0.01276032375
562	0.01274769644
563	0.01273985066
564	0.01273519246
565	0.01271250541
566	0.01270357276
567	0.01269380893
568	0.01267748818
569	0.01266891073
570	0.01264978578
571	0.01263062301
572	0.01261578755
573	0.01260677647
574	0.01259673107
575	0.01257998374
576	0.0125642849
577	0.01255100498
578	0.01253458354
579	0.01252270288
580	0.01250434359
581	0.01249419436
582	0.01247706188
583	0.01246135613
584	0.01245008687
585	0.0124359117
586	0.0124266269
587	0.01240944214
588	0.01240040583
589	0.01238341743
590	0.0123658917
591	0.01235564054
592	0.01234922344
593	0.01233939093
594	0.01232217035
595	0.01230807659
596	0.01229675095
597	0.01228577469
598	0.01227251722
599	0.01225431614
600	0.0122417174
601	0.01223220476
602	0.01222162528
603	0.01220634256
604	0.01218877134
605	0.01217858795
606	0.01216261112
607	0.01215495826
608	0.0121393329
609	0.01212586731
610	0.01211528143
611	0.01209960735
612	0.01208757056
613	0.01207901844
614	0.01206860837
615	0.0120597667
616	0.01205253814
617	0.01203999361
618	0.0120285897
619	0.01202172788
620	0.01200687977
621	0.01199783924
622	0.01198846409
623	0.01197951812
624	0.01196700332
625	0.01196119544
626	0.0119519125
627	0.01193300256
628	0.011920865
629	0.01190975203
630	0.01190454178
631	0.0118969112
632	0.01188313098
633	0.01187184174
634	0.01185984799
635	0.01184551974
636	0.01183444413
637	0.01182730577
638	0.01181046013
639	0.01179840566
640	0.01179633137
641	0.01178993681
642	0.01178063358
643	0.0117731596
644	0.01176745217
645	0.0117482396
646	0.01173424902
647	0.01172735716
648	0.01171474578
649	0.01170097639
650	0.01169286119
651	0.01167738458
652	0.01166995422
653	0.0116538452
654	0.0116420053
655	0.01163042507
656	0.01162481596
657	0.01161294924
658	0.0116002319
659	0.0115884252
660	0.01157950713
661	0.01157699895
662	0.01156799774
663	0.01155732187
664	0.01154783077
665	0.01153537519
666	0.01153021
667	0.01151959386
668	0.01150488351
669	0.01149682875
670	0.01148014256
671	0.01146969994
672	0.01146174218
673	0.01144965449
674	0.01144333454
675	0.01143397875
676	0.01141891023
677	0.01141202425
678	0.01140737302
679	0.01139738044
680	0.01138942924
681	0.01137629367
682	0.0113736558
683	0.01136159876
684	0.01135189862
685	0.011344246
686	0.01133393836
687	0.01132839095
688	0.01131544195
689	0.01130886501
690	0.01129550839
691	0.01129116278
692	0.0112808228
693	0.01127544768
694	0.01127241705
695	0.01126171062
696	0.01125539892
697	0.01124116565
698	0.01123234841
699	0.0112240847
700	0.01121808247
701	0.01120486239
702	0.01119733991
703	0.01118806992
704	0.0111753017
705	0.0111594124
706	0.01115139444
707	0.01113980196
708	0.01112449974
709	0.01111802623
710	0.01110460396
711	0.01109575526
712	0.01108790056
713	0.0110744355
714	0.01106492658
715	0.01105763807
716	0.01104891922
717	0.01104152745
718	0.01102950294
719	0.01101773813
720	0.01100317454
721	0.01099486724
722	0.01099143431
723	0.0109798747
724	0.01096833476
725	0.01095549054
726	0.01095107081
727	0.01094392333
728	0.01093386761
729	0.01092348194
730	0.01091726173
731	0.01090921568
732	0.01090345858
733	0.01089394083
734	0.01088409871
735	0.01088195279
736	0.01087528897
737	0.01086450723
738	0.01085351793
739	0.01084177901
740	0.01083942205
741	0.01083458189
742	0.01082363856
743	0.01081507464
744	0.01080772817
745	0.01079734996
746	0.01078693877
747	0.01077630681
748	0.01076939532
749	0.01075558957
750	0.01075082965
751	0.0107406303
752	0.01072780553
753	0.01072014461
754	0.01071558004
755	0.01070906112
756	0.01069782774
757	0.01068313027
758	0.01067191552
759	0.01066697517
760	0.01065515694
761	0.01064781697
762	0.01063406099
763	0.01062144122
764	0.01060983893
765	0.01059651193
766	0.01058540951
767	0.01057502102
768	0.01056675078
769	0.01055911984
770	0.01055370632
771	0.01054453778
772	0.0105354973
773	0.01052375156
774	0.01051526592
775	0.01050010944
776	0.0104930829
777	0.01048390761
778	0.01047279326
779	0.01046298845
780	0.01045812588
781	0.01044974163
782	0.01044059326
783	0.01042688451
784	0.01041601923
785	0.01040931766
786	0.01039534117
787	0.01038874866
788	0.01037953752
789	0.01037448977
790	0.01036588086
791	0.01036087056
792	0.01035115374
793	0.01034674309
794	0.01034447097
795	0.01033274294
796	0.01033054389
797	0.01032842594
798	0.0103175877
799	0.01031555906
800	0.01030810857
801	0.01030294026
802	0.01029475917
803	0.01028929587
804	0.01028080363
805	0.01027583169
806	0.01026945158
